Time,F1_X,F1_Y,F1_Z
1731067831.94,7012.7,9012.2,0.0
1731067832.44,7012.8,9012.3,0.0
1731067832.94,7012.9,9012.4,0.0
1731067833.44,7013.0,9012.5,0.0
1731067833.94,7013.1,9012.6,0.0
1731067834.44,7013.2,9012.7,0.0
1731067834.94,7013.3,9012.8,0.0
1731067835.44,7013.4,9012.9,0.0
1731067835.94,7013.5,9013.0,0.0
1731067836.44,7013.6,9013.1,0.0
1731067836.94,7013.7,9013.2,0.0
1731067837.44,7013.8,9013.3,0.0
1731067837.94,7013.9,9013.4,0.0
1731067838.44,7014.0,9013.5,0.0
1731067838.94,7014.1,9013.6,0.0
1731067839.44,7014.2,9013.7,0.0
1731067839.94,7014.3,9013.8,0.0
1731067840.44,7014.4,9013.9,0.0
1731067840.94,7014.5,9014.0,0.0
1731067841.44,7014.6,9014.1,0.0
1731067841.94,7014.7,9014.2,0.0
1731067842.45,7014.8,9014.3,0.0
1731067842.95,7014.9,9014.4,0.0
1731067843.45,7015.0,9014.5,0.0
1731067843.95,7015.1,9014.6,0.0
1731067844.45,7015.2,9014.7,0.0
1731067844.95,7015.3,9014.8,0.0
1731067845.45,7015.4,9014.9,0.0
1731067845.95,7015.5,9015.0,0.0
1731067846.45,7015.6,9015.1,0.0
1731067846.95,7015.7,9015.2,0.0
1731067847.45,7015.8,9015.3,0.0
1731067847.95,7015.9,9015.4,0.0
1731067848.45,7016.0,9015.5,0.0
1731067848.95,7016.1,9015.6,0.0
1731067849.45,7016.2,9015.7,0.0
1731067849.95,7016.3,9015.8,0.0
1731067850.45,7016.4,9015.9,0.0
1731067850.95,7016.5,9016.0,0.0
1731067851.45,7016.6,9016.1,0.0
1731067851.95,7016.7,9016.2,0.0
1731067852.46,7016.8,9016.3,0.0
1731067852.96,7016.9,9016.4,0.0
1731067853.46,7017.0,9016.5,0.0
1731067853.96,7017.1,9016.6,0.0
1731067854.46,7017.2,9016.7,0.0
1731067854.96,7017.3,9016.8,0.0
1731067855.46,7017.4,9016.9,0.0
1731067855.96,7017.5,9017.0,0.0
1731067856.46,7017.6,9017.1,0.0
1731067856.96,7017.7,9017.2,0.0
1731067857.46,7017.8,9017.3,0.0
1731067857.96,7017.9,9017.4,0.0
1731067858.46,7018.0,9017.5,0.0
1731067858.96,7018.1,9017.6,0.0
1731067859.46,7018.2,9017.7,0.0
1731067859.96,7018.3,9017.8,0.0
1731067860.46,7018.4,9017.9,0.0
1731067860.96,7018.5,9018.0,0.0
1731067861.46,7018.6,9018.1,0.0
1731067861.96,7018.7,9018.2,0.0
1731067862.46,7018.8,9018.3,0.0
1731067862.96,7018.9,9018.4,0.0
1731067863.47,7019.0,9018.5,0.0
1731067863.97,7019.1,9018.6,0.0
1731067864.47,7019.2,9018.7,0.0
1731067864.97,7019.3,9018.8,0.0
1731067865.47,7019.4,9018.9,0.0
1731067865.97,7019.5,9019.0,0.0
1731067866.47,7019.6,9019.1,0.0
1731067866.97,7019.7,9019.2,0.0
1731067867.47,7019.8,9019.3,0.0
1731067867.97,7019.9,9019.4,0.0
1731067868.47,7020.0,9019.5,0.0
1731067868.97,7020.1,9019.6,0.0
1731067869.47,7020.2,9019.7,0.0
1731067869.97,7020.3,9019.8,0.0
1731067870.47,7020.4,9019.9,0.0
1731067870.97,7020.5,9020.0,0.0
1731067871.47,7020.6,9020.1,0.0
1731067871.97,7020.7,9020.2,0.0
1731067872.47,7020.8,9020.3,0.0
1731067872.98,7020.9,9020.4,0.0
1731067873.48,7021.0,9020.5,0.0
1731067873.98,7021.1,9020.6,0.0
1731067874.48,7021.2,9020.7,0.0
1731067874.98,7021.3,9020.8,0.0
1731067875.48,7021.4,9020.9,0.0
1731067875.98,7021.5,9021.0,0.0
1731067876.48,7021.6,9021.1,0.0
1731067876.98,7021.7,9021.2,0.0
1731067877.48,7021.8,9021.3,0.0
1731067877.98,7021.9,9021.4,0.0
1731067878.48,7022.0,9021.5,0.0
1731067878.98,7022.1,9021.6,0.0
1731067879.48,7022.2,9021.7,0.0
1731067879.98,7022.3,9021.8,0.0
1731067880.48,7022.4,9021.9,0.0
1731067880.98,7022.5,9022.0,0.0
1731067881.48,7022.6,9022.1,0.0
1731067881.98,7022.7,9022.2,0.0
1731067882.48,7022.8,9022.3,0.0
1731067882.98,7022.9,9022.4,0.0
1731067883.49,7023.0,9022.5,0.0
1731067883.99,7023.1,9022.6,0.0
1731067884.49,7023.2,9022.7,0.0
1731067884.99,7023.3,9022.8,0.0
1731067885.49,7023.4,9022.9,0.0
1731067885.99,7023.5,9023.0,0.0
1731067886.49,7023.6,9023.1,0.0
1731067886.99,7023.7,9023.2,0.0
1731067887.49,7023.8,9023.3,0.0
1731067887.99,7023.9,9023.4,0.0
1731067888.49,7024.0,9023.5,0.0
1731067888.99,7024.1,9023.6,0.0
1731067889.49,7024.2,9023.7,0.0
1731067889.99,7024.3,9023.8,0.0
1731067890.49,7024.4,9023.9,0.0
1731067890.99,7024.5,9024.0,0.0
1731067891.49,7024.6,9024.1,0.0
1731067892.0,7024.7,9024.2,0.0
1731067892.5,7024.8,9024.3,0.0
1731067893.0,7024.9,9024.4,0.0
1731067893.5,7025.0,9024.5,0.0
1731067894.0,7025.1,9024.6,0.0
1731067894.5,7025.2,9024.7,0.0
1731067895.0,7025.3,9024.8,0.0
1731067895.5,7025.4,9024.9,0.0
1731067896.0,7025.5,9025.0,0.0
1731067896.5,7025.6,9025.1,0.0
1731067897.0,7025.7,9025.2,0.0
1731067897.5,7025.8,9025.3,0.0
1731067898.0,7025.9,9025.4,0.0
1731067898.5,7026.0,9025.5,0.0
1731067899.0,7026.1,9025.6,0.0
1731067899.5,7026.2,9025.7,0.0
1731067900.0,7026.3,9025.8,0.0
1731067900.5,7026.4,9025.9,0.0
1731067901.0,7026.5,9026.0,0.0
1731067901.5,7026.6,9026.1,0.0
1731067902.01,7026.7,9026.2,0.0
1731067902.51,7026.8,9026.3,0.0
1731067903.01,7026.9,9026.4,0.0
1731067903.51,7027.0,9026.5,0.0
1731067904.01,7027.1,9026.6,0.0
1731067904.51,7027.2,9026.7,0.0
1731067905.01,7027.3,9026.8,0.0
1731067905.51,7027.4,9026.9,0.0
1731067906.01,7027.5,9027.0,0.0
1731067906.51,7027.6,9027.1,0.0
1731067907.01,7027.7,9027.2,0.0
1731067907.51,7027.8,9027.3,0.0
1731067908.01,7027.9,9027.4,0.0
1731067908.51,7028.0,9027.5,0.0
1731067909.02,7028.1,9027.6,0.0
1731067909.51,7028.2,9027.7,0.0
1731067910.01,7028.3,9027.8,0.0
1731067910.51,7028.4,9027.9,0.0
1731067911.02,7028.5,9028.0,0.0
1731067911.52,7028.6,9028.1,0.0
1731067912.02,7028.7,9028.2,0.0
1731067912.52,7028.8,9028.3,0.0
1731067913.02,7028.9,9028.4,0.0
1731067913.52,7029.0,9028.5,0.0
1731067914.02,7029.1,9028.6,0.0
1731067914.52,7029.2,9028.7,0.0
1731067915.02,7029.3,9028.8,0.0
1731067915.52,7029.4,9028.9,0.0
1731067916.02,7029.5,9029.0,0.0
1731067916.52,7029.6,9029.1,0.0
1731067917.02,7029.7,9029.2,0.0
1731067917.52,7029.8,9029.3,0.0
1731067918.02,7029.9,9029.4,0.0
1731067918.52,7030.0,9029.5,0.0
1731067919.02,7030.1,9029.6,0.0
1731067919.52,7030.2,9029.7,0.0
1731067920.02,7030.3,9029.8,0.0
1731067920.53,7030.4,9029.9,0.0
1731067921.03,7030.5,9030.0,0.0
1731067921.53,7030.6,9030.1,0.0
1731067922.03,7030.7,9030.2,0.0
1731067922.53,7030.8,9030.3,0.0
1731067923.03,7030.9,9030.4,0.0
1731067923.53,7031.0,9030.5,0.0
1731067924.03,7031.1,9030.6,0.0
1731067924.53,7031.2,9030.7,0.0
1731067925.03,7031.3,9030.8,0.0
1731067925.53,7031.4,9030.9,0.0
1731067926.03,7031.5,9031.0,0.0
1731067926.53,7031.6,9031.1,0.0
1731067927.03,7031.7,9031.2,0.0
1731067927.53,7031.8,9031.3,0.0
1731067928.03,7031.9,9031.4,0.0
1731067928.53,7032.0,9031.5,0.0
1731067929.03,7032.1,9031.6,0.0
1731067929.53,7032.2,9031.7,0.0
1731067930.03,7032.3,9031.8,0.0
1731067930.54,7032.4,9031.9,0.0
1731067931.04,7032.5,9032.0,0.0
1731067931.54,7032.6,9032.1,0.0
1731067932.04,7032.7,9032.2,0.0
1731067932.54,7032.8,9032.3,0.0
1731067933.04,7032.9,9032.4,0.0
1731067933.54,7033.0,9032.5,0.0
1731067934.04,7033.1,9032.6,0.0
1731067934.54,7033.2,9032.7,0.0
1731067935.04,7033.3,9032.8,0.0
1731067935.54,7033.4,9032.9,0.0
1731067936.04,7033.5,9033.0,0.0
1731067936.54,7033.6,9033.1,0.0
1731067937.04,7033.7,9033.2,0.0
1731067937.54,7033.8,9033.3,0.0
1731067938.04,7033.9,9033.4,0.0
1731067938.54,7034.0,9033.5,0.0
1731067939.04,7034.1,9033.6,0.0
1731067939.54,7034.2,9033.7,0.0
1731067940.05,7034.3,9033.8,0.0
1731067940.55,7034.4,9033.9,0.0
1731067941.05,7034.5,9034.0,0.0
1731067941.55,7034.6,9034.1,0.0
1731067942.05,7034.7,9034.2,0.0
1731067942.55,7034.8,9034.3,0.0
1731067943.05,7034.9,9034.4,0.0
1731067943.55,7035.0,9034.5,0.0
1731067944.05,7035.1,9034.6,0.0
1731067944.55,7035.2,9034.7,0.0
1731067945.05,7035.3,9034.8,0.0
1731067945.55,7035.4,9034.9,0.0
1731067946.05,7035.5,9035.0,0.0
1731067946.55,7035.6,9035.1,0.0
1731067947.05,7035.7,9035.2,0.0
1731067947.55,7035.8,9035.3,0.0
1731067948.05,7035.9,9035.4,0.0
1731067948.55,7036.0,9035.5,0.0
1731067949.05,7036.1,9035.6,0.0
1731067949.56,7036.2,9035.7,0.0
1731067950.06,7036.3,9035.8,0.0
1731067950.56,7036.4,9035.9,0.0
1731067951.06,7036.5,9036.0,0.0
1731067951.56,7036.6,9036.1,0.0
1731067952.06,7036.7,9036.2,0.0
1731067952.56,7036.8,9036.3,0.0
1731067953.06,7036.9,9036.4,0.0
1731067953.56,7037.0,9036.5,0.0
1731067954.06,7037.1,9036.6,0.0
1731067954.56,7037.2,9036.7,0.0
1731067955.06,7037.3,9036.8,0.0
1731067955.56,7037.4,9036.9,0.0
1731067956.06,7037.5,9037.0,0.0
1731067956.56,7037.6,9037.1,0.0
1731067957.06,7037.7,9037.2,0.0
1731067957.56,7037.8,9037.3,0.0
1731067958.06,7037.9,9037.4,0.0
1731067958.56,7038.0,9037.5,0.0
1731067959.06,7038.1,9037.6,0.0
1731067959.57,7038.2,9037.7,0.0
1731067960.07,7038.3,9037.8,0.0
1731067960.57,7038.4,9037.9,0.0
1731067961.07,7038.5,9038.0,0.0
1731067961.57,7038.6,9038.1,0.0
1731067962.07,7038.7,9038.2,0.0
1731067962.57,7038.8,9038.3,0.0
1731067963.07,7038.9,9038.4,0.0
1731067963.57,7039.0,9038.5,0.0
1731067964.07,7039.1,9038.6,0.0
1731067964.57,7039.2,9038.7,0.0
1731067965.07,7039.3,9038.8,0.0
1731067965.57,7039.4,9038.9,0.0
1731067966.07,7039.5,9039.0,0.0
1731067966.57,7039.6,9039.1,0.0
1731067967.07,7039.7,9039.2,0.0
1731067967.57,7039.8,9039.3,0.0
1731067968.07,7039.9,9039.4,0.0
1731067968.57,7040.0,9039.5,0.0
1731067969.07,7040.1,9039.6,0.0
1731067969.57,7040.2,9039.7,0.0
1731067970.08,7040.3,9039.8,0.0
1731067970.58,7040.4,9039.9,0.0
1731067971.08,7040.5,9040.0,0.0
1731067971.58,7040.6,9040.1,0.0
1731067972.08,7040.7,9040.2,0.0
1731067972.58,7040.8,9040.3,0.0
1731067973.08,7040.9,9040.4,0.0
1731067973.58,7041.0,9040.5,0.0
1731067974.08,7041.1,9040.6,0.0
1731067974.58,7041.2,9040.7,0.0
1731067975.08,7041.3,9040.8,0.0
1731067975.58,7041.4,9040.9,0.0
1731067976.08,7041.5,9041.0,0.0
1731067976.58,7041.6,9041.1,0.0
1731067977.08,7041.7,9041.2,0.0
1731067977.58,7041.8,9041.3,0.0
1731067978.08,7041.9,9041.4,0.0
1731067978.58,7042.0,9041.5,0.0
1731067979.08,7042.1,9041.6,0.0
1731067979.58,7042.2,9041.7,0.0
1731067980.08,7042.3,9041.8,0.0
1731067980.59,7042.4,9041.9,0.0
1731067981.09,7042.5,9042.0,0.0
1731067981.59,7042.6,9042.1,0.0
1731067982.09,7042.7,9042.2,0.0
1731067982.59,7042.8,9042.3,0.0
1731067983.09,7042.9,9042.4,0.0
1731067983.59,7043.0,9042.5,0.0
1731067984.09,7043.1,9042.6,0.0
1731067984.59,7043.2,9042.7,0.0
1731067985.09,7043.3,9042.8,0.0
1731067985.59,7043.4,9042.9,0.0
1731067986.09,7043.5,9043.0,0.0
1731067986.59,7043.6,9043.1,0.0
1731067987.09,7043.7,9043.2,0.0
1731067987.59,7043.8,9043.3,0.0
1731067988.09,7043.9,9043.4,0.0
1731067988.59,7044.0,9043.5,0.0
1731067989.09,7044.1,9043.6,0.0
1731067989.59,7044.2,9043.7,0.0
1731067990.09,7044.3,9043.8,0.0
1731067990.6,7044.4,9043.9,0.0
1731067991.1,7044.5,9044.0,0.0
1731067991.6,7044.6,9044.1,0.0
1731067992.1,7044.7,9044.2,0.0
1731067992.6,7044.8,9044.3,0.0
1731067993.1,7044.9,9044.4,0.0
1731067993.6,7045.0,9044.5,0.0
1731067994.1,7045.1,9044.6,0.0
1731067994.6,7045.2,9044.7,0.0
1731067995.1,7045.3,9044.8,0.0
1731067995.6,7045.4,9044.9,0.0
1731067996.1,7045.5,9045.0,0.0
1731067996.6,7045.6,9045.1,0.0
1731067997.1,7045.7,9045.2,0.0
1731067997.6,7045.8,9045.3,0.0
1731067998.1,7045.9,9045.4,0.0
1731067998.6,7046.0,9045.5,0.0
1731067999.1,7046.1,9045.6,0.0
1731067999.6,7046.2,9045.7,0.0
1731068000.1,7046.3,9045.8,0.0
1731068000.6,7046.4,9045.9,0.0
1731068001.11,7046.5,9046.0,0.0
1731068001.61,7046.6,9046.1,0.0
1731068002.11,7046.7,9046.2,0.0
1731068002.61,7046.8,9046.3,0.0
1731068003.11,7046.9,9046.4,0.0
1731068003.61,7047.0,9046.5,0.0
1731068004.11,7047.1,9046.6,0.0
1731068004.61,7047.2,9046.7,0.0
1731068005.11,7047.3,9046.8,0.0
1731068005.61,7047.4,9046.9,0.0
1731068006.11,7047.5,9047.0,0.0
1731068006.61,7047.6,9047.1,0.0
1731068007.11,7047.7,9047.2,0.0
1731068007.61,7047.8,9047.3,0.0
1731068008.11,7047.9,9047.4,0.0
1731068008.61,7048.0,9047.5,0.0
1731068009.11,7048.1,9047.6,0.0
1731068009.61,7048.2,9047.7,0.0
1731068010.11,7048.3,9047.8,0.0
1731068010.62,7048.4,9047.9,0.0
1731068011.12,7048.5,9048.0,0.0
1731068011.62,7048.6,9048.1,0.0
1731068012.12,7048.7,9048.2,0.0
1731068012.62,7048.8,9048.3,0.0
1731068013.12,7048.9,9048.4,0.0
1731068013.62,7049.0,9048.5,0.0
1731068014.12,7049.1,9048.6,0.0
1731068014.62,7049.2,9048.7,0.0
1731068015.12,7049.3,9048.8,0.0
1731068015.62,7049.4,9048.9,0.0
1731068016.12,7049.5,9049.0,0.0
1731068016.62,7049.6,9049.1,0.0
1731068017.12,7049.7,9049.2,0.0
1731068017.62,7049.8,9049.3,0.0
1731068018.12,7049.9,9049.4,0.0
1731068018.62,7050.0,9049.5,0.0
1731068019.12,7050.1,9049.6,0.0
1731068019.62,7050.2,9049.7,0.0
1731068020.12,7050.3,9049.8,0.0
1731068020.62,7050.4,9049.9,0.0
1731068021.12,7050.5,9050.0,0.0
1731068021.62,7050.6,9050.1,0.0
1731068022.13,7050.7,9050.2,0.0
1731068022.63,7050.8,9050.3,0.0
1731068023.13,7050.9,9050.4,0.0
1731068023.63,7051.0,9050.5,0.0
1731068024.13,7051.1,9050.6,0.0
1731068024.63,7051.2,9050.7,0.0
1731068025.13,7051.3,9050.8,0.0
1731068025.63,7051.4,9050.9,0.0
1731068026.13,7051.5,9051.0,0.0
1731068026.63,7051.6,9051.1,0.0
1731068027.13,7051.7,9051.2,0.0
1731068027.63,7051.8,9051.3,0.0
1731068028.13,7051.9,9051.4,0.0
1731068028.63,7052.0,9051.5,0.0
1731068029.13,7052.1,9051.6,0.0
1731068029.63,7052.2,9051.7,0.0
1731068030.13,7052.3,9051.8,0.0
1731068030.63,7052.4,9051.9,0.0
1731068031.13,7052.5,9052.0,0.0
1731068031.63,7052.6,9052.1,0.0
1731068032.14,7052.7,9052.2,0.0
1731068032.64,7052.8,9052.3,0.0
1731068033.14,7052.9,9052.4,0.0
1731068033.64,7053.0,9052.5,0.0
1731068034.14,7053.1,9052.6,0.0
1731068034.64,7053.2,9052.7,0.0
1731068035.14,7053.3,9052.8,0.0
1731068035.64,7053.4,9052.9,0.0
1731068036.14,7053.5,9053.0,0.0
1731068036.64,7053.6,9053.1,0.0
1731068037.14,7053.7,9053.2,0.0
1731068037.64,7053.8,9053.3,0.0
1731068038.14,7053.9,9053.4,0.0
1731068038.64,7054.0,9053.5,0.0
1731068039.14,7054.1,9053.6,0.0
1731068039.64,7054.2,9053.7,0.0
1731068040.16,7054.3,9053.8,0.0
1731068040.64,7054.4,9053.9,0.0
1731068041.14,7054.5,9054.0,0.0
1731068041.64,7054.6,9054.1,0.0
1731068042.14,7054.7,9054.2,0.0
1731068042.64,7054.8,9054.3,0.0
1731068043.15,7054.9,9054.4,0.0
1731068043.65,7055.0,9054.5,0.0
1731068044.15,7055.1,9054.6,0.0
1731068044.65,7055.2,9054.7,0.0
1731068045.15,7055.3,9054.8,0.0
1731068045.65,7055.4,9054.9,0.0
1731068046.15,7055.5,9055.0,0.0
1731068046.65,7055.6,9055.1,0.0
1731068047.15,7055.7,9055.2,0.0
1731068047.65,7055.8,9055.3,0.0
1731068048.15,7055.9,9055.4,0.0
1731068048.65,7056.0,9055.5,0.0
1731068049.15,7056.1,9055.6,0.0
1731068049.65,7056.2,9055.7,0.0
1731068050.15,7056.3,9055.8,0.0
1731068050.65,7056.4,9055.9,0.0
1731068051.15,7056.5,9056.0,0.0
1731068051.65,7056.6,9056.1,0.0
1731068052.15,7056.7,9056.2,0.0
1731068052.65,7056.8,9056.3,0.0
1731068053.15,7056.9,9056.4,0.0
1731068053.65,7057.0,9056.5,0.0
1731068054.16,7057.1,9056.6,0.0
1731068054.66,7057.2,9056.7,0.0
1731068055.16,7057.3,9056.8,0.0
1731068055.66,7057.4,9056.9,0.0
1731068056.16,7057.5,9057.0,0.0
1731068056.66,7057.6,9057.1,0.0
1731068057.16,7057.7,9057.2,0.0
1731068057.66,7057.8,9057.3,0.0
1731068058.16,7057.9,9057.4,0.0
1731068058.66,7058.0,9057.5,0.0
1731068059.16,7058.1,9057.6,0.0
1731068059.66,7058.2,9057.7,0.0
1731068060.16,7058.3,9057.8,0.0
1731068060.66,7058.4,9057.9,0.0
1731068061.16,7058.5,9058.0,0.0
1731068061.66,7058.6,9058.1,0.0
1731068062.16,7058.7,9058.2,0.0
1731068062.66,7058.8,9058.3,0.0
1731068063.16,7058.9,9058.4,0.0
1731068063.66,7059.0,9058.5,0.0
1731068064.17,7059.1,9058.6,0.0
1731068064.67,7059.2,9058.7,0.0
1731068065.17,7059.3,9058.8,0.0
1731068065.67,7059.4,9058.9,0.0
1731068066.17,7059.5,9059.0,0.0
1731068066.67,7059.6,9059.1,0.0
1731068067.17,7059.7,9059.2,0.0
1731068067.67,7059.8,9059.3,0.0
1731068068.17,7059.9,9059.4,0.0
1731068068.67,7060.0,9059.5,0.0
1731068069.17,7060.1,9059.6,0.0
1731068069.67,7060.2,9059.7,0.0
1731068070.17,7060.3,9059.8,0.0
1731068070.67,7060.4,9059.9,0.0
1731068071.17,7060.5,9060.0,0.0
1731068071.67,7060.6,9060.1,0.0
1731068072.17,7060.7,9060.2,0.0
1731068072.67,7060.8,9060.3,0.0
1731068073.17,7060.9,9060.4,0.0
1731068073.68,7061.0,9060.5,0.0
1731068074.18,7061.1,9060.6,0.0
1731068074.68,7061.2,9060.7,0.0
1731068075.18,7061.3,9060.8,0.0
1731068075.68,7061.4,9060.9,0.0
1731068076.18,7061.5,9061.0,0.0
1731068076.68,7061.6,9061.1,0.0
1731068077.18,7061.7,9061.2,0.0
1731068077.68,7061.8,9061.3,0.0
1731068078.18,7061.9,9061.4,0.0
1731068078.68,7062.0,9061.5,0.0
1731068079.18,7062.1,9061.6,0.0
1731068079.68,7062.2,9061.7,0.0
1731068080.18,7062.3,9061.8,0.0
1731068080.68,7062.4,9061.9,0.0
1731068081.18,7062.5,9062.0,0.0
1731068081.68,7062.6,9062.1,0.0
1731068082.18,7062.7,9062.2,0.0
1731068082.68,7062.8,9062.3,0.0
1731068083.19,7062.9,9062.4,0.0
1731068083.69,7063.0,9062.5,0.0
1731068084.19,7063.1,9062.6,0.0
1731068084.69,7063.2,9062.7,0.0
1731068085.19,7063.3,9062.8,0.0
1731068085.69,7063.4,9062.9,0.0
1731068086.19,7063.5,9063.0,0.0
1731068086.69,7063.6,9063.1,0.0
1731068087.19,7063.7,9063.2,0.0
1731068087.69,7063.8,9063.3,0.0
1731068088.19,7063.9,9063.4,0.0
1731068088.69,7064.0,9063.5,0.0
1731068089.19,7064.1,9063.6,0.0
1731068089.69,7064.2,9063.7,0.0
1731068090.19,7064.3,9063.8,0.0
1731068090.69,7064.4,9063.9,0.0
1731068091.19,7064.5,9064.0,0.0
1731068091.69,7064.6,9064.1,0.0
1731068092.19,7064.7,9064.2,0.0
1731068092.69,7064.8,9064.3,0.0
1731068093.2,7064.9,9064.4,0.0
1731068093.7,7065.0,9064.5,0.0
1731068094.2,7065.1,9064.6,0.0
1731068094.7,7065.2,9064.7,0.0
1731068095.2,7065.3,9064.8,0.0
1731068095.7,7065.4,9064.9,0.0
1731068096.2,7065.5,9065.0,0.0
1731068096.7,7065.6,9065.1,0.0
1731068097.2,7065.7,9065.2,0.0
1731068097.7,7065.8,9065.3,0.0
1731068098.2,7065.9,9065.4,0.0
1731068098.7,7066.0,9065.5,0.0
1731068099.2,7066.1,9065.6,0.0
1731068099.7,7066.2,9065.7,0.0
1731068100.2,7066.3,9065.8,0.0
1731068100.7,7066.4,9065.9,0.0
1731068101.2,7066.5,9066.0,0.0
1731068101.7,7066.6,9066.1,0.0
1731068102.2,7066.7,9066.2,0.0
1731068102.7,7066.8,9066.3,0.0
