Time,F4_X,F4_Y,F4_Z
1731067817.92,9009.4,6990.6,0.0
1731067818.42,9009.5,6990.5,0.0
1731067818.92,9009.6,6990.4,0.0
1731067819.43,9009.7,6990.3,0.0
1731067819.92,9009.8,6990.2,0.0
1731067820.43,9009.9,6990.1,0.0
1731067820.93,9010.0,6990.0,0.0
1731067821.43,9010.1,6989.9,0.0
1731067821.93,9010.2,6989.8,0.0
1731067822.43,9010.3,6989.7,0.0
1731067822.93,9010.4,6989.6,0.0
1731067823.43,9010.5,6989.5,0.0
1731067823.93,9010.6,6989.4,0.0
1731067824.43,9010.7,6989.3,0.0
1731067824.93,9010.8,6989.2,0.0
1731067825.43,9010.9,6989.1,0.0
1731067825.93,9011.0,6989.0,0.0
1731067826.43,9011.1,6988.9,0.0
1731067826.93,9011.2,6988.8,0.0
1731067827.43,9011.3,6988.7,0.0
1731067827.93,9011.4,6988.6,0.0
1731067828.43,9011.5,6988.5,0.0
1731067828.93,9011.6,6988.4,0.0
1731067829.44,9011.7,6988.3,0.0
1731067829.93,9011.8,6988.2,0.0
1731067830.43,9011.9,6988.1,0.0
1731067830.94,9012.0,6988.0,0.0
1731067831.44,9012.1,6987.9,0.0
1731067831.94,9012.2,6987.8,0.0
1731067832.44,9012.3,6987.7,0.0
1731067832.94,9012.4,6987.6,0.0
1731067833.44,9012.5,6987.5,0.0
1731067833.94,9012.6,6987.4,0.0
1731067834.44,9012.7,6987.3,0.0
1731067834.94,9012.8,6987.2,0.0
1731067835.44,9012.9,6987.1,0.0
1731067835.94,9013.0,6987.0,0.0
1731067836.44,9013.1,6986.9,0.0
1731067836.94,9013.2,6986.8,0.0
1731067837.44,9013.3,6986.7,0.0
1731067837.94,9013.4,6986.6,0.0
1731067838.44,9013.5,6986.5,0.0
1731067838.94,9013.6,6986.4,0.0
1731067839.44,9013.7,6986.3,0.0
1731067839.94,9013.8,6986.2,0.0
1731067840.44,9013.9,6986.1,0.0
1731067840.94,9014.0,6986.0,0.0
1731067841.44,9014.1,6985.9,0.0
1731067841.95,9014.2,6985.8,0.0
1731067842.45,9014.3,6985.7,0.0
1731067842.95,9014.4,6985.6,0.0
1731067843.45,9014.5,6985.5,0.0
1731067843.95,9014.6,6985.4,0.0
1731067844.45,9014.7,6985.3,0.0
1731067844.95,9014.8,6985.2,0.0
1731067845.45,9014.9,6985.1,0.0
1731067845.95,9015.0,6985.0,0.0
1731067846.45,9015.1,6984.9,0.0
1731067846.95,9015.2,6984.8,0.0
1731067847.45,9015.3,6984.7,0.0
1731067847.95,9015.4,6984.6,0.0
1731067848.45,9015.5,6984.5,0.0
1731067848.95,9015.6,6984.4,0.0
1731067849.45,9015.7,6984.3,0.0
1731067849.95,9015.8,6984.2,0.0
1731067850.45,9015.9,6984.1,0.0
1731067850.95,9016.0,6984.0,0.0
1731067851.46,9016.1,6983.9,0.0
1731067851.96,9016.2,6983.8,0.0
1731067852.46,9016.3,6983.7,0.0
1731067852.96,9016.4,6983.6,0.0
1731067853.46,9016.5,6983.5,0.0
1731067853.96,9016.6,6983.4,0.0
1731067854.46,9016.7,6983.3,0.0
1731067854.96,9016.8,6983.2,0.0
1731067855.46,9016.9,6983.1,0.0
1731067855.96,9017.0,6983.0,0.0
1731067856.46,9017.1,6982.9,0.0
1731067856.96,9017.2,6982.8,0.0
1731067857.46,9017.3,6982.7,0.0
1731067857.96,9017.4,6982.6,0.0
1731067858.46,9017.5,6982.5,0.0
1731067858.96,9017.6,6982.4,0.0
1731067859.46,9017.7,6982.3,0.0
1731067859.96,9017.8,6982.2,0.0
1731067860.47,9017.9,6982.1,0.0
1731067860.96,9018.0,6982.0,0.0
1731067861.47,9018.1,6981.9,0.0
1731067861.96,9018.2,6981.8,0.0
1731067862.47,9018.3,6981.7,0.0
1731067862.97,9018.4,6981.6,0.0
1731067863.47,9018.5,6981.5,0.0
1731067863.97,9018.6,6981.4,0.0
1731067864.47,9018.7,6981.3,0.0
1731067864.97,9018.8,6981.2,0.0
1731067865.47,9018.9,6981.1,0.0
1731067865.97,9019.0,6981.0,0.0
1731067866.47,9019.1,6980.9,0.0
1731067866.97,9019.2,6980.8,0.0
1731067867.47,9019.3,6980.7,0.0
1731067867.97,9019.4,6980.6,0.0
1731067868.47,9019.5,6980.5,0.0
1731067868.97,9019.6,6980.4,0.0
1731067869.47,9019.7,6980.3,0.0
1731067869.97,9019.8,6980.2,0.0
1731067870.47,9019.9,6980.1,0.0
1731067870.97,9020.0,6980.0,0.0
1731067871.48,9020.1,6979.9,0.0
1731067871.98,9020.2,6979.8,0.0
1731067872.48,9020.3,6979.7,0.0
1731067872.98,9020.4,6979.6,0.0
1731067873.48,9020.5,6979.5,0.0
1731067873.98,9020.6,6979.4,0.0
1731067874.48,9020.7,6979.3,0.0
1731067874.98,9020.8,6979.2,0.0
1731067875.48,9020.9,6979.1,0.0
1731067875.98,9021.0,6979.0,0.0
1731067876.48,9021.1,6978.9,0.0
1731067876.98,9021.2,6978.8,0.0
1731067877.48,9021.3,6978.7,0.0
1731067877.98,9021.4,6978.6,0.0
1731067878.48,9021.5,6978.5,0.0
1731067878.98,9021.6,6978.4,0.0
1731067879.48,9021.7,6978.3,0.0
1731067879.98,9021.8,6978.2,0.0
1731067880.48,9021.9,6978.1,0.0
1731067880.98,9022.0,6978.0,0.0
1731067881.49,9022.1,6977.9,0.0
1731067881.99,9022.2,6977.8,0.0
1731067882.49,9022.3,6977.7,0.0
1731067882.99,9022.4,6977.6,0.0
1731067883.49,9022.5,6977.5,0.0
1731067883.99,9022.6,6977.4,0.0
1731067884.49,9022.7,6977.3,0.0
1731067884.99,9022.8,6977.2,0.0
1731067885.49,9022.9,6977.1,0.0
1731067885.99,9023.0,6977.0,0.0
1731067886.49,9023.1,6976.9,0.0
1731067886.99,9023.2,6976.8,0.0
1731067887.49,9023.3,6976.7,0.0
1731067887.99,9023.4,6976.6,0.0
1731067888.49,9023.5,6976.5,0.0
1731067888.99,9023.6,6976.4,0.0
1731067889.49,9023.7,6976.3,0.0
1731067890.0,9023.8,6976.2,0.0
1731067890.5,9023.9,6976.1,0.0
1731067891.0,9024.0,6976.0,0.0
1731067891.5,9024.1,6975.9,0.0
1731067892.0,9024.2,6975.8,0.0
1731067892.5,9024.3,6975.7,0.0
1731067893.0,9024.4,6975.6,0.0
1731067893.5,9024.5,6975.5,0.0
1731067894.0,9024.6,6975.4,0.0
1731067894.5,9024.7,6975.3,0.0
1731067895.0,9024.8,6975.2,0.0
1731067895.5,9024.9,6975.1,0.0
1731067896.0,9025.0,6975.0,0.0
1731067896.5,9025.1,6974.9,0.0
1731067897.0,9025.2,6974.8,0.0
1731067897.5,9025.3,6974.7,0.0
1731067898.0,9025.4,6974.6,0.0
1731067898.5,9025.5,6974.5,0.0
1731067899.0,9025.6,6974.4,0.0
1731067899.5,9025.7,6974.3,0.0
1731067900.01,9025.8,6974.2,0.0
1731067900.51,9025.9,6974.1,0.0
1731067901.01,9026.0,6974.0,0.0
1731067901.51,9026.1,6973.9,0.0
1731067902.01,9026.2,6973.8,0.0
1731067902.51,9026.3,6973.7,0.0
1731067903.01,9026.4,6973.6,0.0
1731067903.51,9026.5,6973.5,0.0
1731067904.01,9026.6,6973.4,0.0
1731067904.51,9026.7,6973.3,0.0
1731067905.01,9026.8,6973.2,0.0
1731067905.51,9026.9,6973.1,0.0
1731067906.01,9027.0,6973.0,0.0
1731067906.51,9027.1,6972.9,0.0
1731067907.01,9027.2,6972.8,0.0
1731067907.51,9027.3,6972.7,0.0
1731067908.01,9027.4,6972.6,0.0
1731067908.51,9027.5,6972.5,0.0
1731067909.02,9027.6,6972.4,0.0
1731067909.51,9027.7,6972.3,0.0
1731067910.02,9027.8,6972.2,0.0
1731067910.52,9027.9,6972.1,0.0
1731067911.02,9028.0,6972.0,0.0
1731067911.52,9028.1,6971.9,0.0
1731067912.02,9028.2,6971.8,0.0
1731067912.52,9028.3,6971.7,0.0
1731067913.02,9028.4,6971.6,0.0
1731067913.52,9028.5,6971.5,0.0
1731067914.02,9028.6,6971.4,0.0
1731067914.52,9028.7,6971.3,0.0
1731067915.02,9028.8,6971.2,0.0
1731067915.52,9028.9,6971.1,0.0
1731067916.02,9029.0,6971.0,0.0
1731067916.52,9029.1,6970.9,0.0
1731067917.02,9029.2,6970.8,0.0
1731067917.52,9029.3,6970.7,0.0
1731067918.02,9029.4,6970.6,0.0
1731067918.52,9029.5,6970.5,0.0
1731067919.02,9029.6,6970.4,0.0
1731067919.53,9029.7,6970.3,0.0
1731067920.03,9029.8,6970.2,0.0
1731067920.53,9029.9,6970.1,0.0
1731067921.03,9030.0,6970.0,0.0
1731067921.53,9030.1,6969.9,0.0
1731067922.03,9030.2,6969.8,0.0
1731067922.53,9030.3,6969.7,0.0
1731067923.03,9030.4,6969.6,0.0
1731067923.53,9030.5,6969.5,0.0
1731067924.03,9030.6,6969.4,0.0
1731067924.53,9030.7,6969.3,0.0
1731067925.03,9030.8,6969.2,0.0
1731067925.53,9030.9,6969.1,0.0
1731067926.03,9031.0,6969.0,0.0
1731067926.53,9031.1,6968.9,0.0
1731067927.03,9031.2,6968.8,0.0
1731067927.53,9031.3,6968.7,0.0
1731067928.03,9031.4,6968.6,0.0
1731067928.54,9031.5,6968.5,0.0
1731067929.04,9031.6,6968.4,0.0
1731067929.54,9031.7,6968.3,0.0
1731067930.04,9031.8,6968.2,0.0
1731067930.54,9031.9,6968.1,0.0
1731067931.04,9032.0,6968.0,0.0
1731067931.54,9032.1,6967.9,0.0
1731067932.04,9032.2,6967.8,0.0
1731067932.54,9032.3,6967.7,0.0
1731067933.04,9032.4,6967.6,0.0
1731067933.54,9032.5,6967.5,0.0
1731067934.04,9032.6,6967.4,0.0
1731067934.54,9032.7,6967.3,0.0
1731067935.04,9032.8,6967.2,0.0
1731067935.54,9032.9,6967.1,0.0
1731067936.04,9033.0,6967.0,0.0
1731067936.54,9033.1,6966.9,0.0
1731067937.04,9033.2,6966.8,0.0
1731067937.54,9033.3,6966.7,0.0
1731067938.04,9033.4,6966.6,0.0
1731067938.55,9033.5,6966.5,0.0
1731067939.05,9033.6,6966.4,0.0
1731067939.55,9033.7,6966.3,0.0
1731067940.05,9033.8,6966.2,0.0
1731067940.55,9033.9,6966.1,0.0
1731067941.05,9034.0,6966.0,0.0
1731067941.55,9034.1,6965.9,0.0
1731067942.05,9034.2,6965.8,0.0
1731067942.55,9034.3,6965.7,0.0
1731067943.05,9034.4,6965.6,0.0
1731067943.55,9034.5,6965.5,0.0
1731067944.05,9034.6,6965.4,0.0
1731067944.55,9034.7,6965.3,0.0
1731067945.05,9034.8,6965.2,0.0
1731067945.55,9034.9,6965.1,0.0
1731067946.05,9035.0,6965.0,0.0
1731067946.55,9035.1,6964.9,0.0
1731067947.05,9035.2,6964.8,0.0
1731067947.55,9035.3,6964.7,0.0
1731067948.06,9035.4,6964.6,0.0
1731067948.56,9035.5,6964.5,0.0
1731067949.06,9035.6,6964.4,0.0
1731067949.56,9035.7,6964.3,0.0
1731067950.06,9035.8,6964.2,0.0
1731067950.56,9035.9,6964.1,0.0
1731067951.06,9036.0,6964.0,0.0
1731067951.56,9036.1,6963.9,0.0
1731067952.06,9036.2,6963.8,0.0
1731067952.56,9036.3,6963.7,0.0
1731067953.06,9036.4,6963.6,0.0
1731067953.56,9036.5,6963.5,0.0
1731067954.06,9036.6,6963.4,0.0
1731067954.56,9036.7,6963.3,0.0
1731067955.06,9036.8,6963.2,0.0
1731067955.56,9036.9,6963.1,0.0
1731067956.06,9037.0,6963.0,0.0
1731067956.56,9037.1,6962.9,0.0
1731067957.06,9037.2,6962.8,0.0
1731067957.57,9037.3,6962.7,0.0
1731067958.07,9037.4,6962.6,0.0
1731067958.57,9037.5,6962.5,0.0
1731067959.07,9037.6,6962.4,0.0
1731067959.57,9037.7,6962.3,0.0
1731067960.07,9037.8,6962.2,0.0
1731067960.57,9037.9,6962.1,0.0
1731067961.07,9038.0,6962.0,0.0
1731067961.57,9038.1,6961.9,0.0
1731067962.07,9038.2,6961.8,0.0
1731067962.57,9038.3,6961.7,0.0
1731067963.07,9038.4,6961.6,0.0
1731067963.57,9038.5,6961.5,0.0
1731067964.07,9038.6,6961.4,0.0
1731067964.57,9038.7,6961.3,0.0
1731067965.07,9038.8,6961.2,0.0
1731067965.57,9038.9,6961.1,0.0
1731067966.07,9039.0,6961.0,0.0
1731067966.57,9039.1,6960.9,0.0
1731067967.07,9039.2,6960.8,0.0
1731067967.57,9039.3,6960.7,0.0
1731067968.08,9039.4,6960.6,0.0
1731067968.58,9039.5,6960.5,0.0
1731067969.08,9039.6,6960.4,0.0
1731067969.58,9039.7,6960.3,0.0
1731067970.08,9039.8,6960.2,0.0
1731067970.58,9039.9,6960.1,0.0
1731067971.08,9040.0,6960.0,0.0
1731067971.58,9040.1,6959.9,0.0
1731067972.08,9040.2,6959.8,0.0
1731067972.58,9040.3,6959.7,0.0
1731067973.08,9040.4,6959.6,0.0
1731067973.58,9040.5,6959.5,0.0
1731067974.08,9040.6,6959.4,0.0
1731067974.58,9040.7,6959.3,0.0
1731067975.08,9040.8,6959.2,0.0
1731067975.59,9040.9,6959.1,0.0
1731067976.08,9041.0,6959.0,0.0
1731067976.58,9041.1,6958.9,0.0
1731067977.08,9041.2,6958.8,0.0
1731067977.58,9041.3,6958.7,0.0
1731067978.08,9041.4,6958.6,0.0
1731067978.58,9041.5,6958.5,0.0
1731067979.09,9041.6,6958.4,0.0
1731067979.59,9041.7,6958.3,0.0
1731067980.09,9041.8,6958.2,0.0
1731067980.59,9041.9,6958.1,0.0
1731067981.09,9042.0,6958.0,0.0
1731067981.59,9042.1,6957.9,0.0
1731067982.09,9042.2,6957.8,0.0
1731067982.59,9042.3,6957.7,0.0
1731067983.09,9042.4,6957.6,0.0
1731067983.59,9042.5,6957.5,0.0
1731067984.09,9042.6,6957.4,0.0
1731067984.59,9042.7,6957.3,0.0
1731067985.09,9042.8,6957.2,0.0
1731067985.59,9042.9,6957.1,0.0
1731067986.09,9043.0,6957.0,0.0
1731067986.59,9043.1,6956.9,0.0
1731067987.09,9043.2,6956.8,0.0
1731067987.59,9043.3,6956.7,0.0
1731067988.09,9043.4,6956.6,0.0
1731067988.59,9043.5,6956.5,0.0
1731067989.09,9043.6,6956.4,0.0
1731067989.6,9043.7,6956.3,0.0
1731067990.1,9043.8,6956.2,0.0
1731067990.6,9043.9,6956.1,0.0
1731067991.1,9044.0,6956.0,0.0
1731067991.6,9044.1,6955.9,0.0
1731067992.1,9044.2,6955.8,0.0
1731067992.6,9044.3,6955.7,0.0
1731067993.1,9044.4,6955.6,0.0
1731067993.6,9044.5,6955.5,0.0
1731067994.1,9044.6,6955.4,0.0
1731067994.6,9044.7,6955.3,0.0
1731067995.1,9044.8,6955.2,0.0
1731067995.6,9044.9,6955.1,0.0
1731067996.1,9045.0,6955.0,0.0
1731067996.6,9045.1,6954.9,0.0
1731067997.1,9045.2,6954.8,0.0
1731067997.6,9045.3,6954.7,0.0
1731067998.11,9045.4,6954.6,0.0
1731067998.61,9045.5,6954.5,0.0
1731067999.11,9045.6,6954.4,0.0
1731067999.61,9045.7,6954.3,0.0
1731068000.11,9045.8,6954.2,0.0
1731068000.61,9045.9,6954.1,0.0
1731068001.11,9046.0,6954.0,0.0
1731068001.61,9046.1,6953.9,0.0
1731068002.11,9046.2,6953.8,0.0
1731068002.61,9046.3,6953.7,0.0
1731068003.11,9046.4,6953.6,0.0
1731068003.61,9046.5,6953.5,0.0
1731068004.11,9046.6,6953.4,0.0
1731068004.61,9046.7,6953.3,0.0
1731068005.11,9046.8,6953.2,0.0
1731068005.61,9046.9,6953.1,0.0
1731068006.11,9047.0,6953.0,0.0
1731068006.61,9047.1,6952.9,0.0
1731068007.11,9047.2,6952.8,0.0
1731068007.61,9047.3,6952.7,0.0
1731068008.11,9047.4,6952.6,0.0
1731068008.62,9047.5,6952.5,0.0
1731068009.12,9047.6,6952.4,0.0
1731068009.62,9047.7,6952.3,0.0
1731068010.12,9047.8,6952.2,0.0
1731068010.62,9047.9,6952.1,0.0
1731068011.12,9048.0,6952.0,0.0
1731068011.62,9048.1,6951.9,0.0
1731068012.12,9048.2,6951.8,0.0
1731068012.62,9048.3,6951.7,0.0
1731068013.12,9048.4,6951.6,0.0
1731068013.62,9048.5,6951.5,0.0
1731068014.12,9048.6,6951.4,0.0
1731068014.62,9048.7,6951.3,0.0
1731068015.12,9048.8,6951.2,0.0
1731068015.62,9048.9,6951.1,0.0
1731068016.12,9049.0,6951.0,0.0
1731068016.62,9049.1,6950.9,0.0
1731068017.12,9049.2,6950.8,0.0
1731068017.62,9049.3,6950.7,0.0
1731068018.12,9049.4,6950.6,0.0
1731068018.62,9049.5,6950.5,0.0
1731068019.12,9049.6,6950.4,0.0
1731068019.62,9049.7,6950.3,0.0
1731068020.13,9049.8,6950.2,0.0
1731068020.63,9049.9,6950.1,0.0
1731068021.13,9050.0,6950.0,0.0
1731068021.63,9050.1,6949.9,0.0
1731068022.13,9050.2,6949.8,0.0
1731068022.63,9050.3,6949.7,0.0
1731068023.13,9050.4,6949.6,0.0
1731068023.63,9050.5,6949.5,0.0
1731068024.13,9050.6,6949.4,0.0
1731068024.63,9050.7,6949.3,0.0
1731068025.13,9050.8,6949.2,0.0
1731068025.63,9050.9,6949.1,0.0
1731068026.13,9051.0,6949.0,0.0
1731068026.63,9051.1,6948.9,0.0
1731068027.13,9051.2,6948.8,0.0
1731068027.63,9051.3,6948.7,0.0
1731068028.13,9051.4,6948.6,0.0
1731068028.63,9051.5,6948.5,0.0
1731068029.13,9051.6,6948.4,0.0
1731068029.63,9051.7,6948.3,0.0
1731068030.13,9051.8,6948.2,0.0
1731068030.63,9051.9,6948.1,0.0
1731068031.13,9052.0,6948.0,0.0
1731068031.64,9052.1,6947.9,0.0
1731068032.14,9052.2,6947.8,0.0
1731068032.64,9052.3,6947.7,0.0
1731068033.14,9052.4,6947.6,0.0
1731068033.64,9052.5,6947.5,0.0
1731068034.14,9052.6,6947.4,0.0
1731068034.64,9052.7,6947.3,0.0
1731068035.14,9052.8,6947.2,0.0
1731068035.64,9052.9,6947.1,0.0
1731068036.14,9053.0,6947.0,0.0
1731068036.64,9053.1,6946.9,0.0
1731068037.14,9053.2,6946.8,0.0
1731068037.64,9053.3,6946.7,0.0
1731068038.14,9053.4,6946.6,0.0
1731068038.64,9053.5,6946.5,0.0
1731068039.14,9053.6,6946.4,0.0
1731068039.65,9053.7,6946.3,0.0
1731068040.18,9053.8,6946.2,0.0
1731068040.65,9053.9,6946.1,0.0
1731068041.15,9054.0,6946.0,0.0
1731068041.64,9054.1,6945.9,0.0
1731068042.15,9054.2,6945.8,0.0
1731068042.65,9054.3,6945.7,0.0
1731068043.15,9054.4,6945.6,0.0
1731068043.65,9054.5,6945.5,0.0
1731068044.15,9054.6,6945.4,0.0
1731068044.65,9054.7,6945.3,0.0
1731068045.15,9054.8,6945.2,0.0
1731068045.65,9054.9,6945.1,0.0
1731068046.15,9055.0,6945.0,0.0
1731068046.65,9055.1,6944.9,0.0
1731068047.15,9055.2,6944.8,0.0
1731068047.65,9055.3,6944.7,0.0
1731068048.15,9055.4,6944.6,0.0
1731068048.65,9055.5,6944.5,0.0
1731068049.15,9055.6,6944.4,0.0
1731068049.65,9055.7,6944.3,0.0
1731068050.15,9055.8,6944.2,0.0
1731068050.65,9055.9,6944.1,0.0
1731068051.15,9056.0,6944.0,0.0
1731068051.66,9056.1,6943.9,0.0
1731068052.16,9056.2,6943.8,0.0
1731068052.66,9056.3,6943.7,0.0
1731068053.16,9056.4,6943.6,0.0
1731068053.66,9056.5,6943.5,0.0
1731068054.16,9056.6,6943.4,0.0
1731068054.66,9056.7,6943.3,0.0
1731068055.16,9056.8,6943.2,0.0
1731068055.66,9056.9,6943.1,0.0
1731068056.16,9057.0,6943.0,0.0
1731068056.66,9057.1,6942.9,0.0
1731068057.16,9057.2,6942.8,0.0
1731068057.66,9057.3,6942.7,0.0
1731068058.16,9057.4,6942.6,0.0
1731068058.66,9057.5,6942.5,0.0
1731068059.16,9057.6,6942.4,0.0
1731068059.66,9057.7,6942.3,0.0
1731068060.16,9057.8,6942.2,0.0
1731068060.66,9057.9,6942.1,0.0
1731068061.16,9058.0,6942.0,0.0
1731068061.66,9058.1,6941.9,0.0
1731068062.17,9058.2,6941.8,0.0
1731068062.66,9058.3,6941.7,0.0
1731068063.17,9058.4,6941.6,0.0
1731068063.67,9058.5,6941.5,0.0
1731068064.17,9058.6,6941.4,0.0
1731068064.67,9058.7,6941.3,0.0
1731068065.17,9058.8,6941.2,0.0
1731068065.67,9058.9,6941.1,0.0
1731068066.17,9059.0,6941.0,0.0
1731068066.67,9059.1,6940.9,0.0
1731068067.17,9059.2,6940.8,0.0
1731068067.67,9059.3,6940.7,0.0
1731068068.17,9059.4,6940.6,0.0
1731068068.67,9059.5,6940.5,0.0
1731068069.17,9059.6,6940.4,0.0
1731068069.67,9059.7,6940.3,0.0
1731068070.17,9059.8,6940.2,0.0
1731068070.67,9059.9,6940.1,0.0
1731068071.17,9060.0,6940.0,0.0
1731068071.67,9060.1,6939.9,0.0
1731068072.17,9060.2,6939.8,0.0
1731068072.68,9060.3,6939.7,0.0
1731068073.18,9060.4,6939.6,0.0
1731068073.68,9060.5,6939.5,0.0
1731068074.18,9060.6,6939.4,0.0
1731068074.68,9060.7,6939.3,0.0
1731068075.18,9060.8,6939.2,0.0
1731068075.68,9060.9,6939.1,0.0
1731068076.18,9061.0,6939.0,0.0
1731068076.68,9061.1,6938.9,0.0
1731068077.18,9061.2,6938.8,0.0
1731068077.68,9061.3,6938.7,0.0
1731068078.18,9061.4,6938.6,0.0
1731068078.68,9061.5,6938.5,0.0
1731068079.18,9061.6,6938.4,0.0
1731068079.68,9061.7,6938.3,0.0
1731068080.18,9061.8,6938.2,0.0
1731068080.68,9061.9,6938.1,0.0
1731068081.19,9062.0,6938.0,0.0
1731068081.69,9062.1,6937.9,0.0
1731068082.19,9062.2,6937.8,0.0
1731068082.69,9062.3,6937.7,0.0
1731068083.19,9062.4,6937.6,0.0
1731068083.69,9062.5,6937.5,0.0
1731068084.19,9062.6,6937.4,0.0
1731068084.69,9062.7,6937.3,0.0
1731068085.19,9062.8,6937.2,0.0
1731068085.69,9062.9,6937.1,0.0
1731068086.19,9063.0,6937.0,0.0
1731068086.69,9063.1,6936.9,0.0
1731068087.19,9063.2,6936.8,0.0
1731068087.69,9063.3,6936.7,0.0
1731068088.19,9063.4,6936.6,0.0
1731068088.69,9063.5,6936.5,0.0
1731068089.19,9063.6,6936.4,0.0
1731068089.69,9063.7,6936.3,0.0
1731068090.19,9063.8,6936.2,0.0
1731068090.69,9063.9,6936.1,0.0
1731068091.2,9064.0,6936.0,0.0
1731068091.7,9064.1,6935.9,0.0
1731068092.2,9064.2,6935.8,0.0
1731068092.7,9064.3,6935.7,0.0
1731068093.2,9064.4,6935.6,0.0
1731068093.7,9064.5,6935.5,0.0
1731068094.2,9064.6,6935.4,0.0
1731068094.7,9064.7,6935.3,0.0
1731068095.2,9064.8,6935.2,0.0
1731068095.7,9064.9,6935.1,0.0
1731068096.2,9065.0,6935.0,0.0
1731068096.7,9065.1,6934.9,0.0
1731068097.2,9065.2,6934.8,0.0
1731068097.7,9065.3,6934.7,0.0
1731068098.2,9065.4,6934.6,0.0
1731068098.7,9065.5,6934.5,0.0
1731068099.2,9065.6,6934.4,0.0
1731068099.7,9065.7,6934.3,0.0
1731068100.2,9065.8,6934.2,0.0
1731068100.7,9065.9,6934.1,0.0
1731068101.2,9066.0,6934.0,0.0
1731068101.71,9066.1,6933.9,0.0
1731068102.21,9066.2,6933.8,0.0
1731068102.71,9066.3,6933.7,0.0
